age,experience,education,job_title,location,country,company_size,skills,salary
26,12,Bachelor,UX Designer,Brisbane,Australia,Startup (1-50),"Machine Learning, SQL, Python, Leadership, Project Management",135900
53,33,Master,Risk Manager,Mumbai,India,Startup (1-50),"SQL, Leadership, Financial Modeling, Excel, Teamwork",136391
57,16,PhD,Data Scientist,Delhi,India,Large (1000+),"Communication, Excel, AWS, JavaScript, Financial Modeling",171352
41,2,Bachelor,Sales Executive,Adelaide,Australia,Large (1000+),"JavaScript, Excel, PowerPoint, Leadership, Communication, SQL, Project Management, Financial Modeling",97442
35,32,PhD,DevOps Engineer,Hyderabad,India,Large (1000+),"Excel, AWS, SQL, Teamwork, PowerPoint, Leadership",242437
56,18,Bachelor,Nurse,Austin,USA,Small (50-200),"AWS, Teamwork, Project Management, Communication, Leadership, JavaScript, Python, Machine Learning",233097
37,7,High School,Sales Executive,Bristol,UK,Large (1000+),"Financial Modeling, PowerPoint, SQL, Communication, Machine Learning",81817
40,21,Bachelor,Data Scientist,Chennai,India,Small (50-200),"Financial Modeling, SQL, Python, Teamwork, JavaScript",105208
31,7,High School,Doctor,Remote,UK,Startup (1-50),"PowerPoint, Financial Modeling, Leadership, Machine Learning, Excel",76061
24,9,Bachelor,Product Manager,Birmingham,UK,Large (1000+),"Project Management, SQL, Python, Financial Modeling, AWS, Teamwork",145499
40,19,High School,Data Scientist,New York,USA,Small (50-200),"PowerPoint, SQL, JavaScript, AWS, Machine Learning, Teamwork, Excel",268246
50,3,PhD,Doctor,Delhi,India,Startup (1-50),"PowerPoint, Machine Learning, Leadership, Teamwork, Python, Project Management, SQL",82584
25,6,Bachelor,DevOps Engineer,New York,USA,Medium (200-1000),"JavaScript, Project Management, AWS, Teamwork, PowerPoint",258892
46,27,Master,DevOps Engineer,Bangalore,India,Startup (1-50),"PowerPoint, Communication, Machine Learning, Excel, JavaScript, AWS, Teamwork",160057
53,32,Bachelor,UX Designer,Melbourne,Australia,Medium (200-1000),"Financial Modeling, Project Management, AWS, JavaScript, PowerPoint, Excel, Teamwork",340828
57,12,Master,Product Manager,London,UK,Small (50-200),"SQL, AWS, PowerPoint, Teamwork, Leadership, Excel, JavaScript, Project Management",190834
49,32,Master,Risk Manager,Brisbane,Australia,Small (50-200),"Teamwork, PowerPoint, JavaScript, Python, Machine Learning",235378
55,21,Master,Medical Technician,Bristol,UK,Large (1000+),"Financial Modeling, Leadership, Project Management, AWS, JavaScript, Communication, Teamwork, SQL",240999
31,27,Master,Accountant,Austin,USA,Medium (200-1000),"Leadership, Project Management, Machine Learning, Excel, Teamwork, Communication, PowerPoint, SQL",268436
46,31,Master,UX Designer,Manchester,UK,Large (1000+),"SQL, AWS, Communication, Excel, Machine Learning, Project Management",268033
26,22,Master,HR Specialist,London,UK,Medium (200-1000),"Leadership, Machine Learning, Excel, Project Management, SQL",195165
54,29,High School,Nurse,Edinburgh,UK,Large (1000+),"Excel, Financial Modeling, JavaScript, PowerPoint, Communication, Leadership, Project Management",200136
40,14,Master,Investment Banker,San Francisco,USA,Medium (200-1000),"Leadership, Excel, AWS, Project Management, JavaScript, Teamwork",321812
22,33,High School,Marketing Manager,Sydney,Australia,Startup (1-50),"Excel, AWS, Machine Learning, Project Management, SQL",170556
22,16,Master,Product Manager,Atlanta,USA,Medium (200-1000),"AWS, Machine Learning, Teamwork, SQL, PowerPoint, JavaScript, Python, Financial Modeling",248520
28,13,Bachelor,Data Scientist,Seattle,USA,Startup (1-50),"JavaScript, PowerPoint, Python, Teamwork, AWS",185783
49,17,Bachelor,Medical Technician,Chennai,India,Small (50-200),"Python, SQL, JavaScript, PowerPoint, AWS, Project Management, Financial Modeling",109290
48,29,Bachelor,Sales Executive,Perth,Australia,Startup (1-50),"Machine Learning, Excel, Communication, Leadership, JavaScript",131452
53,16,High School,Pharmacist,Chennai,India,Startup (1-50),"Financial Modeling, Communication, Teamwork, AWS, SQL, JavaScript, Machine Learning, Project Management",81566
43,11,Bachelor,Medical Technician,Edinburgh,UK,Medium (200-1000),"JavaScript, Project Management, Excel, Machine Learning, AWS, PowerPoint, Financial Modeling, Teamwork",149871
53,37,Bachelor,Product Manager,Remote,India,Small (50-200),"Python, Financial Modeling, Project Management, Machine Learning, Communication",128739
44,5,Master,UX Designer,Sydney,Australia,Large (1000+),"Python, PowerPoint, SQL, Leadership, AWS",274923
27,24,Master,Investment Banker,Atlanta,USA,Medium (200-1000),"Teamwork, Leadership, PowerPoint, Communication, AWS, Machine Learning",240129
53,9,High School,Product Manager,Hyderabad,India,Medium (200-1000),"SQL, PowerPoint, Python, Leadership, Communication",71991
52,13,PhD,Sales Executive,Brisbane,Australia,Large (1000+),"SQL, Financial Modeling, PowerPoint, Project Management, Excel, Leadership, AWS",222629
31,24,Bachelor,Nurse,Birmingham,UK,Small (50-200),"Communication, PowerPoint, Leadership, Financial Modeling, Project Management, Python, Excel",155517
32,31,Bachelor,Nurse,Adelaide,Australia,Startup (1-50),"JavaScript, Financial Modeling, PowerPoint, AWS, Python",184290
36,39,Master,Marketing Manager,Remote,USA,Startup (1-50),"Project Management, Leadership, JavaScript, Communication, Excel, Teamwork",201540
47,29,Master,Data Scientist,Remote,USA,Startup (1-50),"Python, Project Management, SQL, PowerPoint, JavaScript, AWS, Teamwork, Machine Learning",255199
41,15,Master,Nurse,Adelaide,Australia,Medium (200-1000),"AWS, SQL, Excel, Teamwork, Machine Learning, Python, Leadership, Project Management",178069
52,7,PhD,Teacher,Adelaide,Australia,Large (1000+),"Communication, AWS, JavaScript, PowerPoint, Financial Modeling, SQL, Project Management, Excel",166010
41,37,PhD,Marketing Manager,Brisbane,Australia,Startup (1-50),"Excel, Python, Teamwork, SQL, JavaScript, Machine Learning",245289
34,31,PhD,DevOps Engineer,Remote,UK,Medium (200-1000),"Leadership, Python, JavaScript, Project Management, AWS, Machine Learning, Teamwork, Communication",249860
45,34,High School,Sales Executive,Mumbai,India,Startup (1-50),"Machine Learning, PowerPoint, Project Management, AWS, Teamwork, Communication, Excel",89096
38,14,Bachelor,Marketing Manager,Hyderabad,India,Medium (200-1000),"Machine Learning, Excel, Teamwork, PowerPoint, Communication",80958
28,34,Master,HR Specialist,Chennai,India,Medium (200-1000),"Teamwork, PowerPoint, SQL, AWS, Leadership",113678
25,38,PhD,Medical Technician,Remote,India,Large (1000+),"Python, AWS, Project Management, PowerPoint, Teamwork, SQL",229642
53,34,PhD,Pharmacist,Hyderabad,India,Startup (1-50),"Financial Modeling, Machine Learning, Leadership, Python, PowerPoint, Excel",199409
41,12,Bachelor,DevOps Engineer,Atlanta,USA,Startup (1-50),"Excel, AWS, JavaScript, Python, Leadership, Teamwork, Machine Learning, Project Management",148686
49,24,Master,Data Scientist,London,UK,Small (50-200),"Communication, Excel, Project Management, AWS, Machine Learning, Python, PowerPoint",253607
52,22,Master,Software Engineer,Sydney,Australia,Startup (1-50),"Communication, Excel, Leadership, JavaScript, Teamwork, AWS, PowerPoint",267009
29,7,PhD,Pharmacist,Mumbai,India,Startup (1-50),"AWS, Teamwork, Machine Learning, Project Management, Excel, JavaScript, SQL",116076
43,37,High School,Investment Banker,Seattle,USA,Startup (1-50),"Communication, Excel, Project Management, Teamwork, Financial Modeling, AWS, Leadership, PowerPoint",221230
23,37,PhD,DevOps Engineer,London,UK,Small (50-200),"Communication, Excel, JavaScript, SQL, Machine Learning, Financial Modeling",390343
49,0,High School,HR Specialist,Austin,USA,Large (1000+),"Financial Modeling, Teamwork, Machine Learning, Python, JavaScript, Leadership, Communication, PowerPoint",107127
45,8,Master,Investment Banker,Delhi,India,Small (50-200),"PowerPoint, Excel, Project Management, SQL, Financial Modeling",83206
41,11,PhD,HR Specialist,Sydney,Australia,Medium (200-1000),"Communication, Project Management, Excel, Teamwork, PowerPoint",228400
54,37,Master,Teacher,Remote,India,Large (1000+),"PowerPoint, SQL, Communication, Teamwork, AWS",132350
39,20,Master,Investment Banker,Brisbane,Australia,Medium (200-1000),"Excel, SQL, Communication, Teamwork, JavaScript, Machine Learning",221873
58,37,Bachelor,Risk Manager,Melbourne,Australia,Medium (200-1000),"Communication, Python, Excel, SQL, AWS, Project Management, JavaScript, Leadership",309622
52,20,Bachelor,Data Scientist,Chennai,India,Medium (200-1000),"AWS, SQL, Machine Learning, Project Management, Leadership, Teamwork, Communication, JavaScript",121701
42,14,Master,Financial Analyst,Remote,USA,Medium (200-1000),"PowerPoint, AWS, Machine Learning, SQL, JavaScript",182073
29,14,Master,Medical Technician,Hyderabad,India,Startup (1-50),"AWS, Project Management, Machine Learning, Leadership, Financial Modeling, PowerPoint, Python",108486
41,5,Bachelor,DevOps Engineer,Remote,USA,Startup (1-50),"Financial Modeling, SQL, Excel, JavaScript, AWS",122953
45,16,Master,Software Engineer,Perth,Australia,Medium (200-1000),"Communication, Project Management, SQL, Python, PowerPoint, Excel",213132
23,30,High School,Investment Banker,Delhi,India,Large (1000+),"Excel, JavaScript, Project Management, Python, Communication",116745
51,9,Bachelor,UX Designer,Austin,USA,Startup (1-50),"Project Management, Machine Learning, Python, Teamwork, AWS, Leadership, Communication",164337
53,17,Bachelor,Risk Manager,Birmingham,UK,Startup (1-50),"SQL, Excel, Leadership, JavaScript, Project Management, PowerPoint, AWS, Teamwork",109513
27,34,PhD,HR Specialist,Hyderabad,India,Medium (200-1000),"AWS, JavaScript, Project Management, Communication, Excel",158841
26,22,Bachelor,Data Scientist,Sydney,Australia,Startup (1-50),"Excel, JavaScript, SQL, AWS, Machine Learning, Financial Modeling",232010
32,20,Master,Medical Technician,Bangalore,India,Medium (200-1000),"AWS, JavaScript, Communication, Financial Modeling, Python, PowerPoint, Machine Learning, Excel",161144
47,15,High School,Pharmacist,Mumbai,India,Medium (200-1000),"Python, Financial Modeling, Teamwork, JavaScript, Leadership, Communication, Machine Learning, Project Management",107154
33,12,Master,Sales Executive,San Francisco,USA,Medium (200-1000),"Machine Learning, PowerPoint, SQL, Python, Communication, Leadership, Excel, Project Management",272602
35,9,Master,UX Designer,Chennai,India,Startup (1-50),"Financial Modeling, SQL, Python, Excel, Project Management, AWS, PowerPoint, Teamwork",99524
57,1,Bachelor,HR Specialist,Remote,USA,Small (50-200),"Python, Leadership, Teamwork, Financial Modeling, Communication, Project Management",89018
40,37,Bachelor,Marketing Manager,Austin,USA,Medium (200-1000),"Financial Modeling, Project Management, Leadership, Python, Machine Learning, Excel, PowerPoint, Teamwork",233970
50,33,High School,Risk Manager,Chennai,India,Small (50-200),"Python, Financial Modeling, Excel, AWS, Communication, SQL",93513
45,16,Bachelor,HR Specialist,Hyderabad,India,Small (50-200),"Project Management, Communication, Machine Learning, Teamwork, Excel, SQL, Leadership",84842
32,27,Bachelor,Marketing Manager,New York,USA,Large (1000+),"Excel, Teamwork, Python, JavaScript, PowerPoint, Communication",342054
24,26,Bachelor,Data Scientist,Melbourne,Australia,Startup (1-50),"AWS, PowerPoint, Teamwork, Machine Learning, SQL, Communication, JavaScript, Python",234505
43,19,Master,Risk Manager,Manchester,UK,Large (1000+),"JavaScript, PowerPoint, Excel, Machine Learning, AWS, Communication",201912
52,13,Bachelor,Marketing Manager,Austin,USA,Large (1000+),"Python, Machine Learning, Project Management, AWS, PowerPoint, Teamwork, Excel",175511
57,35,Master,HR Specialist,Sydney,Australia,Startup (1-50),"Leadership, Python, Project Management, Communication, Financial Modeling",269169
35,38,High School,Financial Analyst,Sydney,Australia,Large (1000+),"Financial Modeling, Leadership, Machine Learning, Communication, JavaScript, SQL, AWS",315023
35,14,Master,Product Manager,Brisbane,Australia,Startup (1-50),"Excel, Leadership, SQL, Project Management, Teamwork, Communication",174373
48,24,Bachelor,Software Engineer,Brisbane,Australia,Large (1000+),"Communication, JavaScript, SQL, PowerPoint, Python, Project Management, Leadership",283930
38,1,Master,Financial Analyst,Seattle,USA,Large (1000+),"Financial Modeling, Excel, SQL, Communication, PowerPoint, Python, Project Management",204886
48,12,Master,Marketing Manager,Remote,USA,Startup (1-50),"Excel, Leadership, Python, Communication, JavaScript, Project Management, PowerPoint",123960
33,14,Bachelor,Teacher,Manchester,UK,Medium (200-1000),"JavaScript, PowerPoint, Project Management, Teamwork, Financial Modeling, Leadership, SQL",109274
28,10,PhD,DevOps Engineer,Melbourne,Australia,Startup (1-50),"SQL, Leadership, AWS, PowerPoint, Python, Financial Modeling",221424
25,10,PhD,Accountant,Edinburgh,UK,Small (50-200),"Leadership, Financial Modeling, JavaScript, Excel, Teamwork, Python",169325
57,13,Bachelor,Sales Executive,Remote,Australia,Medium (200-1000),"Python, PowerPoint, Communication, Teamwork, AWS",108664
28,21,Bachelor,Sales Executive,Manchester,UK,Startup (1-50),"Machine Learning, Communication, Financial Modeling, Teamwork, PowerPoint, JavaScript, Leadership",109511
47,3,Bachelor,Risk Manager,Hyderabad,India,Startup (1-50),"Financial Modeling, Python, Machine Learning, Excel, JavaScript, PowerPoint, Leadership",70470
52,3,Master,Accountant,Manchester,UK,Large (1000+),"Machine Learning, Python, JavaScript, Teamwork, PowerPoint, Leadership, Financial Modeling",138993
22,25,PhD,Medical Technician,Birmingham,UK,Small (50-200),"Communication, AWS, Financial Modeling, Project Management, Python, Leadership, Teamwork, PowerPoint",226483
33,29,High School,Risk Manager,Austin,USA,Small (50-200),"Machine Learning, Teamwork, Excel, Project Management, Financial Modeling",190732
39,37,Bachelor,Software Engineer,Mumbai,India,Large (1000+),"Leadership, Financial Modeling, PowerPoint, Machine Learning, Communication, Project Management, Excel",198619
42,15,Master,Accountant,Perth,Australia,Large (1000+),"AWS, Communication, Machine Learning, Teamwork, SQL, PowerPoint, JavaScript",230854
36,6,Bachelor,Marketing Manager,Mumbai,India,Medium (200-1000),"Leadership, Python, JavaScript, Financial Modeling, AWS",67304
29,22,Bachelor,Product Manager,Austin,USA,Large (1000+),"Machine Learning, Communication, AWS, Teamwork, Financial Modeling",295262
37,7,Bachelor,Pharmacist,Austin,USA,Startup (1-50),"Communication, Leadership, SQL, Python, Financial Modeling, JavaScript",132512
35,27,High School,Marketing Manager,Perth,Australia,Startup (1-50),"Communication, Leadership, AWS, Python, JavaScript, Teamwork",111312
39,17,Master,Medical Technician,Chennai,India,Small (50-200),"Python, Financial Modeling, AWS, Excel, Teamwork",125442
45,0,Bachelor,Pharmacist,Perth,Australia,Medium (200-1000),"Project Management, Financial Modeling, Leadership, Excel, PowerPoint, Communication, SQL",103422
59,12,Master,HR Specialist,Brisbane,Australia,Large (1000+),"Machine Learning, Leadership, AWS, Project Management, Python",180213
44,22,Bachelor,Medical Technician,London,UK,Medium (200-1000),"Python, AWS, JavaScript, Excel, Leadership",247110
48,5,Bachelor,Medical Technician,Hyderabad,India,Startup (1-50),"Machine Learning, SQL, Communication, Financial Modeling, Teamwork, Leadership, Project Management, Excel",83796
27,10,Bachelor,Financial Analyst,Seattle,USA,Small (50-200),"Excel, Project Management, Leadership, AWS, SQL, Teamwork",170057
45,34,Master,DevOps Engineer,San Francisco,USA,Startup (1-50),"Excel, Financial Modeling, Leadership, AWS, Python, PowerPoint",468944
40,32,Bachelor,Pharmacist,Mumbai,India,Large (1000+),"Project Management, PowerPoint, AWS, Communication, SQL",202517
39,23,Bachelor,Risk Manager,Chennai,India,Medium (200-1000),"SQL, Excel, JavaScript, Communication, Financial Modeling, Machine Learning, PowerPoint, Python",114212
